collection_id,role,url,evidence
03608e22-227a-4492-910b-3cb3f16f952e,raw,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253345,https://www.nature.com/articles/s41467-024-52052-8#data-availability
