source_record_id,role,repository,accession,url,is_direct,file_type,size_bytes,size_basis,count_in_storage,retrieved_date,notes
humanbrain,raw,ENA,SRR26212862,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/062/SRR26212862/SRR26212862_1.fastq.gz,true,FASTQ,31951699928,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212862,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/062/SRR26212862/SRR26212862_2.fastq.gz,true,FASTQ,31794646252,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212864,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/064/SRR26212864/SRR26212864_1.fastq.gz,true,FASTQ,25547143632,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212864,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/064/SRR26212864/SRR26212864_2.fastq.gz,true,FASTQ,25392855218,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212865,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/065/SRR26212865/SRR26212865_1.fastq.gz,true,FASTQ,8284680785,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212865,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/065/SRR26212865/SRR26212865_2.fastq.gz,true,FASTQ,8243269698,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212866,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/066/SRR26212866/SRR26212866_1.fastq.gz,true,FASTQ,8473050900,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212866,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/066/SRR26212866/SRR26212866_2.fastq.gz,true,FASTQ,8380429104,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212869,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/069/SRR26212869/SRR26212869_1.fastq.gz,true,FASTQ,6075455945,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
humanbrain,raw,ENA,SRR26212869,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/069/SRR26212869/SRR26212869_2.fastq.gz,true,FASTQ,6022396251,exact ENA fastq_bytes,true,2026-08-01,ATAC-seq
